Interessado;UF;Tipo de interessado;Tipo de operação;Finalidade;Tipo de credor;Credor;Moeda;Valor;Número do Processo/PVL;Código IBGE;Status;Data
São Vendelino;RS;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;250.000,00;19406.000169/2004-67;4319752;Deferido;14/05/2004
São Vendelino;RS;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Banco do Estado do Rio Grande do Sul S/A;Real;300.000,00;19406.000518/2006-11;4319752;Deferido;09/01/2007
São Vicente;SP;Município;Operação Contratual Interna;PMAT;Instituição Financeira Nacional;Caixa Econômica Federal;Real;5.758.155,00;00000.000000/0057-37;3551009;Devolvido;16/06/2010
São Vicente;SP;Município;Operação Contratual Interna;Provias;Instituição Financeira Nacional;Banco do Brasil S/A;Real;3.000.000,00;17944.000787/2009-07;3551009;Deferido;02/12/2009
São Vicente;RN;Município;Operação Contratual Interna;Caminho da Escola 2;Instituição Financeira Nacional;Caixa Econômica Federal;Real;240.750,00;17944.000916/2008-78;2413003;Arquivado;13/08/2008
São Vicente;SP;Município;Operação Contratual Interna;Provias;Instituição Financeira Nacional;Banco do Brasil S/A;Real;1.980.000,00;17944.001086/2007-15;3551009;Arquivado;24/10/2007
São Vicente;SP;Município;Operação Contratual Interna;RELUZ;Empresa;Companhia Piratininga de Força e Luz;Real;863.431,00;17944.001781/2005-15;3551009;Regularizado;04/10/2007
São Vicente de Minas;MG;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;700.000,00;17944.000974/2010-16;3165305;Deferido;26/07/2010
São Vicente do Sul;RS;Município;Operação Contratual Interna;Provias;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;750.000,00;00000.000000/0102-19;4319802;Devolvido;23/10/2013
São Vicente do Sul;RS;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias;Instituição Financeira Nacional;Caixa Econômica Federal;Real;999.948,19;17944.000032/2015-42;4319802;Em análise;14/10/2015
São Vicente do Sul;RS;Município;Operação Contratual Interna;Provias;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;750.000,00;17944.001610/2013-04;4319802;Deferido;26/12/2013
São Vicente do Sul;RS;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;700.000,00;17944.001800/2014-02;4319802;Deferido;05/12/2014
São Vicente Ferrer;PE;Município;Operação Contratual Interna;Provias;Instituição Financeira Nacional;Banco do Brasil S/A;Real;211.200,00;17944.000048/2007-45;2613800;Arquivado;23/07/2007
Sapeaçu;BA;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado da Bahia S/A;Real;273.053,37;17944.000517/2013-74;2929602;Deferido;15/07/2013
Sapeaçu;BA;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado da Bahia S/A;Real;500.000,00;19407.000059/2006-57;2929602;Deferido;05/09/2006
Sapezal;MT;Município;Operação Contratual Interna;Caminho da Escola;Instituição Financeira Nacional;Banco do Brasil S/A;Real;345.400,00;17944.000322/2008-67;5107875;Arquivado;13/05/2008
Sapiranga;RS;Município;Operação Contratual Interna;Provias;Instituição Financeira Nacional;Banco do Brasil S/A;Real;1.980.000,00;17944.000878/2007-72;4319901;Deferido;14/08/2007
Sapiranga;RS;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;3.000.000,00;17944.000897/2013-47;4319901;Deferido;17/04/2014
Sapiranga;RS;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias;Instituição Financeira Nacional;Caixa Econômica Federal;Real;19.500.000,00;17944.001132/2011-62;4319901;Deferido;13/01/2012
Sapiranga;RS;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias;Instituição Financeira Nacional;Caixa Econômica Federal;Real;1.780.000,00;17944.001134/2011-51;4319901;Deferido;13/01/2012
Sapiranga;RS;Município;Operação Contratual Interna;Caminho da Escola 5;Instituição Financeira Nacional;Caixa Econômica Federal;Real;126.750,00;19406.000009/2009-22;4319901;Arquivado;13/03/2009
Sapiranga;RS;Município;Operação Contratual Interna;PMAT;Instituição Financeira Nacional;Banco do Brasil S/A;Real;964.407,00;19406.000040/2004-59;4319901;Deferido;04/03/2004
Sapiranga;RS;Município;Operação Contratual Interna;PAC - Saneamento - 2008 B;Instituição Financeira Nacional;Caixa Econômica Federal;Real;10.000.000,00;19406.000411/2008-26;4319901;Deferido;09/09/2008
Sapopema;PR;Município;Operação Contratual Interna;Caminho da Escola;Instituição Financeira Nacional;Banco Regional de Desenvolvimento do Extremo Sul;Real;601.380,00;19406.000067/2008-75;4126207;Arquivado por decurso de prazo;24/04/2008
Sapopema;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;449.601,95;19406.000365/2004-31;4126207;Arquivado;23/08/2004
Sapucaia do Sul;RS;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias;Instituição Financeira Nacional;Caixa Econômica Federal;Real;8.252.081,90;00000.000000/0095-58;4320008;Devolvido;06/09/2013
Sapucaia do Sul;RS;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias;Instituição Financeira Nacional;Caixa Econômica Federal;Real;14.451.589,36;00000.000000/0095-59;4320008;Devolvido;06/09/2013
Sapucaia do Sul;RS;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias;Instituição Financeira Nacional;Caixa Econômica Federal;Real;14.451.589,36;00000.000000/0107-35;4320008;Devolvido;23/01/2014
Sapucaia do Sul;RS;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias;Instituição Financeira Nacional;Caixa Econômica Federal;Real;8.252.081,90;00000.000000/0107-36;4320008;Devolvido;23/01/2014
Sapucaia do Sul;RS;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;3.000.000,00;17944.000533/2012-86;4320008;Indeferido;27/06/2012
Sapucaia do Sul;RS;Município;Operação Contratual Interna;Provias;Instituição Financeira Nacional;Caixa Econômica Federal;Real;1.700.000,00;19406.000226/2010-56;4320008;Indeferido;27/06/2012
Sapucaí-Mirim;MG;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias;Instituição Financeira Nacional;Caixa Econômica Federal;Real;1.000.000,00;17944.000115/2015-31;3165404;Pendente de correções ou ajustes;09/02/2015
Sapucaí-Mirim;MG;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;1.500.000,00;17944.000249/2010-48;3165404;Indeferido;01/04/2010
Sapucaí-Mirim;MG;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;1.200.000,00;17944.001022/2010-10;3165404;Arquivado;24/01/2011
Sapucaí-Mirim;MG;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;1.000.000,00;17944.001453/2013-29;3165404;Deferido;28/11/2013
Sarandi;RS;Município;Operação Contratual Interna;Provias;Instituição Financeira Nacional;Banco do Estado do Rio Grande do Sul S/A;Real;1.250.000,00;00000.000000/0093-51;4320107;Devolvido;19/08/2013
Sarandi;PR;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias;Instituição Financeira Nacional;Caixa Econômica Federal;Real;5.727.013,54;00000.000000/0096-36;4126256;Devolvido;10/09/2013
Sarandi;PR;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias;Instituição Financeira Nacional;Caixa Econômica Federal;Real;4.409.046,38;00000.000000/0097-01;4126256;Devolvido;10/09/2013
Sarandi;PR;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias;Instituição Financeira Nacional;Caixa Econômica Federal;Real;4.409.046,38;00000.000000/0103-19;4126256;Devolvido;18/11/2013
Sarandi;PR;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias;Instituição Financeira Nacional;Caixa Econômica Federal;Real;5.727.013,54;00000.000000/0103-20;4126256;Devolvido;18/11/2013
Sarandi;PR;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias;Instituição Financeira Nacional;Caixa Econômica Federal;Real;4.409.046,38;17944.000158/2014-36;4126256;Deferido;11/02/2014
Sarandi;PR;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias;Instituição Financeira Nacional;Caixa Econômica Federal;Real;5.727.013,54;17944.000159/2014-81;4126256;Deferido;11/02/2014
Sarandi;PR;Município;Operação Contratual Interna;Provias;Instituição Financeira Nacional;Banco do Brasil S/A;Real;1.000.000,00;17944.000292/2009-70;4126256;Arquivado por decurso de prazo;07/04/2009
Sarandi;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;2.400.000,00;17944.000785/2012-13;4126256;Arquivado por decurso de prazo;24/01/2013
Sarandi;RS;Município;Operação Contratual Interna;Provias;Instituição Financeira Nacional;Banco do Estado do Rio Grande do Sul S/A;Real;1.250.000,00;17944.000948/2013-31;4320107;Deferido;10/12/2013
Sarandi;RS;Município;Operação Contratual Interna;Regularização de Dívida - Energia Elétrica;Empresa;Rio Grande Energia S/A;Real;3.374.150,08;17944.001152/2013-03;4320107;Regularizado;10/12/2013
Sarandi;PR;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias;Instituição Financeira Nacional;Caixa Econômica Federal;Real;4.577.000,00;17944.001331/2011-71;4126256;Deferido;16/05/2012
Sarandi;PR;Município;Operação Contratual Interna;PMAT;Instituição Financeira Nacional;Banco do Brasil S/A;Real;1.134.000,00;19406.000007/2008-52;4126256;Deferido;29/04/2008
Sarandi;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;2.500.000,00;19406.000083/2005-15;4126256;Deferido;20/12/2005
Sarandi;RS;Município;Operação Contratual Interna;Provias;Instituição Financeira Nacional;Banco do Estado do Rio Grande do Sul S/A;Real;1.000.000,00;19406.000206/2009-41;4320107;Arquivado;29/01/2010
Sarandi;PR;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;1.426.980,00;19406.000261/2008-51;4126256;Deferido;23/05/2008
Sarandi;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;2.600.000,00;19406.000262/2008-03;4126256;Deferido;23/05/2008
Sarandi;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;5.000.000,00;19406.000544/2009-83;4126256;Deferido;13/07/2010
Sardoá;MG;Município;Operação Contratual Interna;Caminho da Escola 2009 A;Instituição Financeira Nacional;Caixa Econômica Federal;Real;406.000,00;00000.000000/0053-21;3165503;Devolvido;18/02/2010
Sardoá;MG;Município;Operação Contratual Interna;Caminho da Escola 2010;Instituição Financeira Nacional;Caixa Econômica Federal;Real;424.000,00;00000.000000/0066-03;3165503;Devolvido;14/03/2011
Sardoá;MG;Município;Operação Contratual Interna;Caminho da Escola 2010;Instituição Financeira Nacional;Caixa Econômica Federal;Real;424.000,00;00000.000000/0067-45;3165503;Devolvido;29/04/2011
Sardoá;MG;Município;Operação Contratual Interna;Caminho da Escola 2010;Instituição Financeira Nacional;Caixa Econômica Federal;Real;424.000,00;00000.000000/0068-57;3165503;Devolvido;30/05/2011
Sardoá;MG;Município;Operação Contratual Interna;Caminho da Escola 2010;Instituição Financeira Nacional;Caixa Econômica Federal;Real;424.000,00;00000.000000/0069-78;3165503;Devolvido;03/08/2011
Sardoá;MG;Município;Operação Contratual Interna;Caminho da Escola 2010;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;460.000,00;00000.000000/0077-89;3165503;Devolvido;24/10/2011
Sardoá;MG;Município;Operação Contratual Interna;Caminho da Escola 2009 A;Instituição Financeira Nacional;Caixa Econômica Federal;Real;406.000,00;17944.000394/2010-29;3165503;Arquivado;21/01/2011
Sardoá;MG;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;481.400,00;17944.000610/2010-36;3165503;Deferido;22/10/2010
Sardoá;MG;Município;Operação Contratual Interna;Caminho da Escola 2010;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;460.000,00;17944.001914/2011-00;3165503;Arquivado por decurso de prazo;07/02/2013
Sarzedo;MG;Município;Operação Contratual Interna;Caminho da Escola;Instituição Financeira Nacional;Banco do Brasil S/A;Real;907.360,00;17944.000731/2012-40;3165537;Deferido;19/06/2012
Sarzedo;MG;Município;Operação Contratual Interna;Provias;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;700.000,00;17944.000764/2007-22;3165537;Deferido;13/07/2007
Sarzedo;MG;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;3.000.000,00;17944.001527/2010-84;3165537;Deferido;22/11/2010
Sarzedo;MG;Município;Operação Contratual Interna;Caminho da Escola;Instituição Financeira Nacional;Banco do Brasil S/A;Real;501.000,00;17944.001927/2013-32;3165537;Arquivado por decurso de prazo;16/10/2014
Sarzedo;MG;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;639.500,00;19405.000060/2004-30;3165537;Deferido;23/06/2004
Sátiro Dias;BA;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado da Bahia S/A;Real;3.187.774,72;17944.000298/2015-95;2929701;Deferido;08/04/2015
Sátiro Dias;BA;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Estado da Bahia S/A;Real;250.000,00;19407.000066/2003-14;2929701;Arquivado;20/07/2004
Saubara;BA;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Estado da Bahia S/A;Real;55.000,00;17944.000730/2009-08;2929750;Arquivado por decurso de prazo;24/01/2011
Saubara;BA;Município;Operação Contratual Interna;Caminho da Escola 2;Instituição Financeira Nacional;Banco do Brasil S/A;Real;126.750,00;17944.000774/2008-49;2929750;Arquivado;10/12/2008
Saudade do Iguaçu;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;1.200.000,00;17944.000100/2012-21;4126272;Arquivado a pedido;25/05/2012
Saudade do Iguaçu;PR;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias;Instituição Financeira Nacional;Caixa Econômica Federal;Real;1.000.000,00;17944.000127/2015-66;4126272;Deferido;28/01/2015
